ID,Description,Score,Identity_Percent,Aligned_Length,Candidate_Length,Passed_Filter
UNT42740.1,UNT42740.1 hypothetical protein MN200_13225 [Acinetobacter sp. LUNF3],30.0,28.0,25,115,False
UFN97380.1,UFN97380.1 hypothetical protein LF814_15145 [Micromonospora aurantiaca (nom. illeg.)],27.0,28.0,25,125,False
PCL93612.1,PCL93612.1 hypothetical protein CPZ30_09235 [Paenibacillus lautus],37.5,28.0,50,232,False
RQP06731.1,RQP06731.1 MAG: hypothetical protein D1H97_06070 [Paracoccus sp. BP8],30.0,28.0,25,169,False
WWV55206.1,WWV55206.1 hypothetical protein V0M98_33705 (plasmid) [Pseudomonas silesiensis],45.5,28.0,100,442,False
GKS59299.1,GKS59299.1 hypothetical protein YTPLAS18_28260 [Nitrospira sp.],46.5,28.0,50,185,False
RQP07671.1,RQP07671.1 MAG: hypothetical protein EAS52_26035 [Parapedobacter sp.],29.0,28.0,25,118,False
CUR54367.1,CUR54367.1 hypothetical protein NOCA2150109 [metagenome],43.0,28.0,100,334,False
EIW90223.1,EIW90223.1 hypothetical protein AGRI_00090 [Alishewanella agri BL06],38.0,28.0,25,254,False
GKS64319.1,GKS64319.1 hypothetical protein YTPLAS72_16230 [Nitrospira sp.],53.0,28.0,150,205,False
WWV55431.1,WWV55431.1 hypothetical protein V0M98_34840 (plasmid) [Pseudomonas silesiensis],36.0,28.0,25,597,False
RQP15630.1,RQP15630.1 MAG: hypothetical protein EAS52_14490 [Parapedobacter sp.],29.5,28.0,50,155,False
EIW90027.1,EIW90027.1 hypothetical protein AGRI_03119 [Alishewanella agri BL06],34.5,28.0,125,323,False
KGP87243.1,KGP87243.1 hypothetical protein P363_0113150 [Paenibacillus sp. MAEPY1],39.0,28.0,75,220,False
WWV54439.1,WWV54439.1 hypothetical protein V0M98_36905 (plasmid) [Pseudomonas silesiensis],31.0,28.0,25,194,False
GKS62690.1,GKS62690.1 hypothetical protein YTPLAS21_21480 [Candidatus Nitrosocosmicus sp.],52.5,27.98,193,549,False
GAA4401712.1,GAA4401712.1 hypothetical protein GCM10023089_03670 [Quisquiliibacterium transsilvanicum],60.0,27.98,168,629,False
PCL92611.1,PCL92611.1 hypothetical protein CPZ30_12545 [Paenibacillus lautus],54.0,27.98,168,335,False
QBR72179.1,QBR72179.1 hypothetical protein CU048_13885 [Beijerinckiaceae bacterium],44.0,27.98,168,988,False
GKS64821.1,GKS64821.1 hypothetical protein YTPLAS72_21250 [Nitrospira sp.],44.5,27.97,118,399,False
GKS58762.1,GKS58762.1 hypothetical protein YTPLAS18_22890 [Nitrospira sp.],40.5,27.97,118,177,False
RAS91334.1,RAS91334.1 hypothetical protein A6E21_23735 [Bacillus cereus],46.5,27.97,118,254,False
GKS59808.1,GKS59808.1 hypothetical protein YTPLAS18_33350 [Nitrospira sp.],34.0,27.97,118,287,False
CUR54065.1,CUR54065.1 exported hypothetical protein [metagenome],57.5,27.97,118,543,False
RAS92114.1,RAS92114.1 hypothetical protein A6E21_22305 [Bacillus cereus],46.5,27.97,143,261,False
XYX36130.1,XYX36130.1 hypothetical protein ACSHT2_03675 [Bradyrhizobium sp. PUT101],48.0,27.97,118,134,False
AJK86555.1,AJK86555.1 hypothetical protein HR49_04755 [Lysinibacillus fusiformis],45.0,27.97,118,424,False
APC50344.1,APC50344.1 hypothetical protein BME96_18495 [Virgibacillus halodenitrificans],54.5,27.97,118,224,False
GKS63288.1,GKS63288.1 hypothetical protein YTPLAS72_05920 [Nitrospira sp.],39.5,27.97,143,498,False
GKS59762.1,GKS59762.1 hypothetical protein YTPLAS18_32890 [Nitrospira sp.],38.5,27.97,143,295,False
KGP88324.1,KGP88324.1 hypothetical protein P363_0107290 [Paenibacillus sp. MAEPY1],45.0,27.97,143,456,False
CUR55553.1,CUR55553.1 membrane hypothetical protein [metagenome],42.0,27.97,118,261,False
KGP85224.1,KGP85224.1 hypothetical protein P364_0103090 [Paenibacillus sp. MAEPY2],45.0,27.97,143,456,False
PCL90580.1,PCL90580.1 hypothetical protein CPZ30_22375 [Paenibacillus lautus],49.0,27.97,143,498,False
XYX37398.1,XYX37398.1 hypothetical protein ACSHT2_10525 [Bradyrhizobium sp. PUT101],40.0,27.97,118,261,False
OCN00478.1,OCN00478.1 hypothetical protein A7X67_16590 [Clostridium sp. W14A],54.0,27.97,118,387,False
GFO82647.1,GFO82647.1 MAG: hypothetical protein A49_22740 [Methyloceanibacter sp.],58.0,27.97,143,880,False
KGP81194.1,KGP81194.1 hypothetical protein P364_0116760 [Paenibacillus sp. MAEPY2],31.5,27.96,93,121,False
GKS60655.1,GKS60655.1 hypothetical protein YTPLAS21_01130 [Candidatus Nitrosocosmicus sp.],27.0,27.96,93,188,False
KGP89189.1,KGP89189.1 hypothetical protein P363_0102415 [Paenibacillus sp. MAEPY1],36.0,27.96,93,649,False
OWY81993.1,OWY81993.1 hypothetical protein B9C99_09175 [Rhodococcus sp. BUPNP1],51.0,27.96,93,282,False
GFO83537.1,GFO83537.1 MAG: hypothetical protein A49_31640 [Methyloceanibacter sp.],47.0,27.96,93,802,False
CAD6523986.1,CAD6523986.1 conserved exported hypothetical protein [metagenome],41.0,27.96,93,432,False
UNT42191.1,UNT42191.1 hypothetical protein MN200_10020 [Acinetobacter sp. LUNF3],49.5,27.96,93,175,False
KGP82519.1,KGP82519.1 hypothetical protein P364_0112570 [Paenibacillus sp. MAEPY2],36.0,27.96,93,649,False
GKS67323.1,GKS67323.1 hypothetical protein YTPLAS73_08700 [Nitrosarchaeum sp.],36.5,27.96,93,316,False
UFN92609.1,UFN92609.1 hypothetical protein LF814_21700 [Micromonospora aurantiaca (nom. illeg.)],37.5,27.96,93,104,False
GAA4405918.1,GAA4405918.1 hypothetical protein GCM10023089_13880 [Quisquiliibacterium transsilvanicum],37.0,27.96,93,304,False
KGP87645.1,KGP87645.1 hypothetical protein P363_0111415 [Paenibacillus sp. MAEPY1],31.5,27.96,93,121,False
UHH32725.1,UHH32725.1 hypothetical protein LUW10_13290 [Pseudomonas veronii],54.0,27.96,186,1136,False
GKS60617.1,GKS60617.1 hypothetical protein YTPLAS21_00750 [Candidatus Nitrosocosmicus sp.],27.0,27.96,93,188,False
WLI90126.1,WLI90126.1 hypothetical protein Q4S45_03105 [Massilia sp. R2A-15],34.5,27.96,93,160,False
QRE79747.1,QRE79747.1 hypothetical protein F1734_05510 [Rhodococcus ruber],31.0,27.96,93,177,False
GKS63721.1,GKS63721.1 hypothetical protein YTPLAS72_10250 [Nitrospira sp.],33.0,27.95,161,405,False
CAD6368959.1,CAD6368959.1 conserved hypothetical protein [metagenome],48.0,27.95,161,224,False
AHG20339.1,AHG20339.1 hypothetical protein Z042_12350 [Chania multitudinisentens RB-25],35.5,27.94,68,299,False
UFN95626.1,UFN95626.1 hypothetical protein LF814_05560 [Micromonospora aurantiaca (nom. illeg.)],39.5,27.94,68,356,False
GKS56781.1,GKS56781.1 hypothetical protein YTPLAS18_03080 [Nitrospira sp.],49.5,27.94,136,828,False
GKS66968.1,GKS66968.1 hypothetical protein YTPLAS73_05150 [Nitrosarchaeum sp.],34.0,27.94,68,225,False
AHG18310.1,AHG18310.1 hypothetical protein Z042_00615 [Chania multitudinisentens RB-25],35.0,27.94,68,218,False
QRE79010.1,QRE79010.1 hypothetical protein F1734_01250 [Rhodococcus ruber],39.5,27.94,68,140,False
GFO82722.1,GFO82722.1 MAG: hypothetical protein A49_23490 [Methyloceanibacter sp.],47.0,27.94,68,100,False
CUR61916.1,CUR61916.1 conserved hypothetical protein [metagenome],30.0,27.94,68,226,False
UFN93294.1,UFN93294.1 hypothetical protein LF814_25430 [Micromonospora aurantiaca (nom. illeg.)],31.5,27.94,68,110,False
RQP16520.1,RQP16520.1 MAG: hypothetical protein EAS52_11590 [Parapedobacter sp.],34.0,27.94,68,647,False
KGP89007.1,KGP89007.1 hypothetical protein P363_0103545 [Paenibacillus sp. MAEPY1],32.5,27.94,68,110,False
OCN01227.1,OCN01227.1 hypothetical protein A7X67_07610 [Clostridium sp. W14A],34.5,27.94,68,147,False
GKS61966.1,GKS61966.1 hypothetical protein YTPLAS21_14240 [Candidatus Nitrosocosmicus sp.],35.0,27.94,68,133,False
GFO82552.1,GFO82552.1 MAG: hypothetical protein A49_21790 [Methyloceanibacter sp.],41.5,27.94,68,195,False
GKS60549.1,GKS60549.1 hypothetical protein YTPLAS21_00070 [Candidatus Nitrosocosmicus sp.],38.0,27.94,68,183,False
PCL95073.1,PCL95073.1 hypothetical protein CPZ30_04170 [Paenibacillus lautus],28.5,27.94,68,124,False
KGP86060.1,KGP86060.1 hypothetical protein P363_0119710 [Paenibacillus sp. MAEPY1],40.5,27.94,68,337,False
PCL91778.1,PCL91778.1 hypothetical protein CPZ30_17115 [Paenibacillus lautus],41.0,27.94,68,294,False
UZF57309.1,UZF57309.1 hypothetical protein LH935_04760 [Gordonia polyisoprenivorans],35.5,27.94,68,144,False
KGP81974.1,KGP81974.1 hypothetical protein P364_0114235 [Paenibacillus sp. MAEPY2],40.5,27.94,68,337,False
GAA0862810.1,GAA0862810.1 hypothetical protein GCM10009115_10920 [Sphingopyxis soli],39.5,27.94,136,194,False
QTQ96199.1,QTQ96199.1 hypothetical protein J9247_21205 [Pseudomonas aeruginosa],67.0,27.94,204,245,False
RQP11760.1,RQP11760.1 MAG: hypothetical protein EAS51_05015 [Microbacteriaceae bacterium],40.5,27.94,136,650,False
QTQ98073.1,QTQ98073.1 hypothetical protein J9247_00520 [Pseudomonas aeruginosa],37.0,27.94,68,177,False
RAT07769.1,RAT07769.1 hypothetical protein A6E22_11450 [Bacillus cereus],44.5,27.94,68,603,False
QRE82832.1,QRE82832.1 hypothetical protein F1734_23035 [Rhodococcus ruber],35.5,27.94,136,536,False
GFO82616.1,GFO82616.1 MAG: hypothetical protein A49_22430 [Methyloceanibacter sp.],34.5,27.94,68,273,False
KGP81671.1,KGP81671.1 hypothetical protein P364_0114965 [Paenibacillus sp. MAEPY2],32.5,27.94,68,110,False
RQP08403.1,RQP08403.1 MAG: hypothetical protein EAS52_25205 [Parapedobacter sp.],41.5,27.94,68,400,False
GAA4403057.1,GAA4403057.1 hypothetical protein GCM10023089_06910 [Quisquiliibacterium transsilvanicum],47.5,27.94,136,295,False
GKS62953.1,GKS62953.1 hypothetical protein YTPLAS72_02570 [Nitrospira sp.],47.0,27.94,136,447,False
GKS57425.1,GKS57425.1 hypothetical protein YTPLAS18_09520 [Nitrospira sp.],50.0,27.93,111,289,False
KGO99266.1,KGO99266.1 hypothetical protein N791_10300 [Lysobacter defluvii IMMIB APB-9 = DSM 18482],49.5,27.93,111,239,False
KGP83237.1,KGP83237.1 hypothetical protein P364_0110070 [Paenibacillus sp. MAEPY2],35.0,27.93,111,401,False
OWY80650.1,OWY80650.1 hypothetical protein B9C99_16365 [Rhodococcus sp. BUPNP1],40.5,27.93,111,430,False
KGP82743.1,KGP82743.1 hypothetical protein P363_0125830 [Paenibacillus sp. MAEPY1],35.0,27.93,111,401,False
GAA4400801.1,GAA4400801.1 hypothetical protein GCM10023089_01460 [Quisquiliibacterium transsilvanicum],62.5,27.93,111,418,False
UNT44206.1,UNT44206.1 hypothetical protein MN200_05440 [Acinetobacter sp. LUNF3],43.0,27.93,111,172,False
KGP84368.1,KGP84368.1 hypothetical protein P364_0105635 [Paenibacillus sp. MAEPY2],59.0,27.93,111,469,False
OWY81753.1,OWY81753.1 hypothetical protein B9C99_10320 [Rhodococcus sp. BUPNP1],32.0,27.93,111,257,False
KGP87404.1,KGP87404.1 hypothetical protein P363_0112135 [Paenibacillus sp. MAEPY1],59.0,27.93,111,469,False
GAA0864108.1,GAA0864108.1 hypothetical protein GCM10009115_17300 [Sphingopyxis soli],61.5,27.93,179,484,False
GFO82365.1,GFO82365.1 MAG: hypothetical protein A49_19920 [Methyloceanibacter sp.],41.5,27.93,111,263,False
RQP15315.1,RQP15315.1 MAG: hypothetical protein EAS52_15510 [Parapedobacter sp.],41.5,27.93,111,150,False
GFO81456.1,GFO81456.1 MAG: hypothetical protein A49_10830 [Methyloceanibacter sp.],39.0,27.93,111,169,False
GFO82719.1,GFO82719.1 MAG: hypothetical protein A49_23460 [Methyloceanibacter sp.],39.5,27.93,111,203,False
CUR57348.1,CUR57348.1 membrane hypothetical protein [metagenome],57.0,27.92,154,430,False
GAA0866574.1,GAA0866574.1 hypothetical protein GCM10009115_30010 [Sphingopyxis soli],60.5,27.92,197,540,False
UNT42390.1,UNT42390.1 hypothetical protein MN200_11110 [Acinetobacter sp. LUNF3],32.5,27.91,129,198,False
GKS60855.1,GKS60855.1 hypothetical protein YTPLAS21_03130 [Candidatus Nitrosocosmicus sp.],32.0,27.91,43,413,False
OCM99811.1,OCM99811.1 hypothetical protein A7X67_09965 [Clostridium sp. W14A],34.0,27.91,86,244,False
GAB6181488.1,GAB6181488.1 hypothetical protein JCM14036_28070 [Desulfotomaculum defluvii],28.5,27.91,43,278,False
QTQ98551.1,QTQ98551.1 hypothetical protein J9247_02965 [Pseudomonas aeruginosa],37.0,27.91,86,165,False
WWV54844.1,WWV54844.1 hypothetical protein V0M98_38980 (plasmid) [Pseudomonas silesiensis],33.0,27.91,43,655,False
GKS64267.1,GKS64267.1 hypothetical protein YTPLAS72_15710 [Nitrospira sp.],38.5,27.91,172,266,False
CUR54969.1,CUR54969.1 hypothetical protein NOCA2220160 [metagenome],27.5,27.91,43,148,False
RAT01340.1,RAT01340.1 hypothetical protein A6E22_21430 [Bacillus cereus],40.5,27.91,43,182,False
RAT00486.1,"RAT00486.1 hypothetical protein A6E22_22635, partial [Bacillus cereus]",35.5,27.91,43,175,False
AHG22910.1,AHG22910.1 hypothetical protein Z042_18730 [Chania multitudinisentens RB-25],38.5,27.91,86,317,False
AHG22890.1,AHG22890.1 hypothetical protein Z042_17260 [Chania multitudinisentens RB-25],31.5,27.91,43,218,False
CUR61627.1,CUR61627.1 conserved membrane hypothetical protein; putative CBS domains [metagenome],32.5,27.91,43,439,False
GKS61629.1,GKS61629.1 hypothetical protein YTPLAS21_10870 [Candidatus Nitrosocosmicus sp.],35.5,27.91,43,116,False
RAS91745.1,RAS91745.1 hypothetical protein A6E21_22975 [Bacillus cereus],38.5,27.91,43,254,False
GKS66767.1,GKS66767.1 hypothetical protein YTPLAS73_03140 [Nitrosarchaeum sp.],29.0,27.91,43,203,False
WWV55554.1,WWV55554.1 hypothetical protein V0M98_35480 (plasmid) [Pseudomonas silesiensis],27.0,27.91,43,103,False
AHB05957.1,AHB05957.1 hypothetical protein U875_11715 [Pandoraea pnomenusa 3kgm],49.0,27.91,129,302,False
AHB08628.2,AHB08628.2 hypothetical protein U875_19000 [Pandoraea pnomenusa 3kgm],37.5,27.91,43,197,False
AJK86591.1,AJK86591.1 hypothetical protein HR49_04975 [Lysinibacillus fusiformis],33.0,27.91,43,537,False
RQP08924.1,RQP08924.1 MAG: hypothetical protein EAS51_13270 [Microbacteriaceae bacterium],49.0,27.91,86,312,False
GKS66275.1,GKS66275.1 hypothetical protein YTPLAS72_35790 [Nitrospira sp.],42.0,27.91,129,169,False
CUR59827.1,CUR59827.1 hypothetical protein NOCA1190115 [metagenome],31.0,27.91,86,126,False
KGP84565.1,KGP84565.1 hypothetical protein P364_0103875 [Paenibacillus sp. MAEPY2],46.5,27.91,129,456,False
KGP86732.1,KGP86732.1 hypothetical protein P363_0115550 [Paenibacillus sp. MAEPY1],46.5,27.91,129,456,False
PCL90608.1,PCL90608.1 hypothetical protein CPZ30_22525 [Paenibacillus lautus],31.0,27.91,43,124,False
CUR56325.1,CUR56325.1 conserved hypothetical protein [metagenome],31.5,27.91,43,248,False
KGO99282.1,"KGO99282.1 hypothetical protein N791_10375, partial [Lysobacter defluvii IMMIB APB-9 = DSM 18482]",30.5,27.91,43,219,False
KGP86256.1,KGP86256.1 hypothetical protein P363_0118385 [Paenibacillus sp. MAEPY1],29.0,27.91,43,158,False
AHB04966.2,AHB04966.2 hypothetical protein U875_05795 [Pandoraea pnomenusa 3kgm],30.0,27.91,43,164,False
AHB77612.2,AHB77612.2 hypothetical protein X636_20905 [Pandoraea pnomenusa],44.0,27.91,86,326,False
KGP81287.1,KGP81287.1 hypothetical protein P364_0117350 [Paenibacillus sp. MAEPY2],38.0,27.91,86,562,False
CUR56107.1,CUR56107.1 conserved membrane hypothetical protein [metagenome],55.0,27.91,172,471,False
PCL92239.1,PCL92239.1 hypothetical protein CPZ30_16040 [Paenibacillus lautus],27.0,27.91,43,232,False
RAT02336.1,RAT02336.1 hypothetical protein A6E22_19950 [Bacillus cereus],37.0,27.91,43,120,False
QRE81531.1,QRE81531.1 hypothetical protein F1734_15600 [Rhodococcus ruber],36.5,27.91,43,142,False
GKS62905.1,GKS62905.1 hypothetical protein YTPLAS72_02090 [Nitrospira sp.],32.0,27.91,43,105,False
RAT06830.1,RAT06830.1 hypothetical protein A6E22_13050 [Bacillus cereus],38.0,27.91,86,484,False
KGP77529.1,KGP77529.1 hypothetical protein P364_0132800 [Paenibacillus sp. MAEPY2],30.5,27.91,43,109,False
RQP13348.1,RQP13348.1 MAG: hypothetical protein EAS51_00080 [Microbacteriaceae bacterium],54.5,27.91,86,360,False
GFO83111.1,GFO83111.1 MAG: hypothetical protein A49_27380 [Methyloceanibacter sp.],33.5,27.91,43,252,False
RQP05300.1,RQP05300.1 MAG: hypothetical protein D1H97_13565 [Paracoccus sp. BP8],32.0,27.91,43,220,False
KGP83235.1,KGP83235.1 hypothetical protein P364_0109980 [Paenibacillus sp. MAEPY2],38.0,27.91,43,153,False
KGP77879.1,KGP77879.1 hypothetical protein P363_0132865 [Paenibacillus sp. MAEPY1],30.5,27.91,43,109,False
PCL89740.1,PCL89740.1 hypothetical protein CPZ30_26500 [Paenibacillus lautus],46.0,27.91,172,638,False
KGP82745.1,KGP82745.1 hypothetical protein P363_0125925 [Paenibacillus sp. MAEPY1],38.0,27.91,43,153,False
AGM61397.1,AGM61397.1 hypothetical protein BTP1_26 [Bacillus phage phiBTP1],44.0,27.91,43,139,False
GKS67352.1,GKS67352.1 hypothetical protein YTPLAS73_08990 [Nitrosarchaeum sp.],35.0,27.91,43,385,False
RAS95625.1,RAS95625.1 hypothetical protein A6E21_09230 [Bacillus cereus],37.0,27.91,43,120,False
GAA0866479.1,GAA0866479.1 hypothetical protein GCM10009115_29450 [Sphingopyxis soli],55.5,27.91,172,932,False
RQP10637.1,RQP10637.1 MAG: hypothetical protein EAS51_08120 [Microbacteriaceae bacterium],29.5,27.91,43,190,False
GAB6180380.1,GAB6180380.1 hypothetical protein JCM14036_16990 [Desulfotomaculum defluvii],22.0,27.91,43,119,False
OCN01896.1,OCN01896.1 hypothetical protein A7X67_03145 [Clostridium sp. W14A],38.0,27.91,43,281,False
WWV54981.1,WWV54981.1 hypothetical protein V0M98_32555 (plasmid) [Pseudomonas silesiensis],28.5,27.91,86,107,False
CUR60951.1,CUR60951.1 conserved hypothetical protein [metagenome],49.0,27.91,86,369,False
AJK88872.1,AJK88872.1 hypothetical protein HR49_17900 [Lysinibacillus fusiformis],47.0,27.91,172,416,False
GKS66289.1,GKS66289.1 hypothetical protein YTPLAS72_35930 [Nitrospira sp.],41.0,27.91,129,335,False
PCL91602.1,PCL91602.1 hypothetical protein CPZ30_17020 [Paenibacillus lautus],36.0,27.91,43,153,False
APC48074.1,APC48074.1 hypothetical protein BME96_07750 [Virgibacillus halodenitrificans],31.5,27.91,86,379,False
RAT04752.1,RAT04752.1 hypothetical protein A6E22_16620 [Bacillus cereus],38.5,27.91,43,254,False
OWY79994.1,OWY79994.1 hypothetical protein B9C99_20210 [Rhodococcus sp. BUPNP1],35.0,27.91,43,618,False
CUR60858.1,CUR60858.1 conserved hypothetical protein [metagenome],51.5,27.91,86,262,False
WWV55412.1,WWV55412.1 hypothetical protein V0M98_34745 (plasmid) [Pseudomonas silesiensis],29.5,27.91,43,107,False
GAB6178836.1,GAB6178836.1 hypothetical protein JCM14036_01550 [Desulfotomaculum defluvii],35.0,27.91,43,270,False
KGP85051.1,KGP85051.1 hypothetical protein P364_0102460 [Paenibacillus sp. MAEPY2],30.5,27.91,43,324,False
RAT03038.1,RAT03038.1 hypothetical protein A6E22_18965 [Bacillus cereus],50.5,27.91,129,237,False
UFN93396.1,UFN93396.1 hypothetical protein LF814_26005 [Micromonospora aurantiaca (nom. illeg.)],28.0,27.91,43,128,False
EIW90128.1,EIW90128.1 hypothetical protein AGRI_02588 [Alishewanella agri BL06],30.0,27.91,86,239,False
CUR57648.1,"CUR57648.1 conserved hypothetical protein, putative Carboxypeptidase domain [metagenome]",36.5,27.91,43,100,False
KGP83447.1,KGP83447.1 hypothetical protein P364_0107740 [Paenibacillus sp. MAEPY2],29.0,27.91,43,161,False
GKS63600.1,GKS63600.1 hypothetical protein YTPLAS72_09040 [Nitrospira sp.],42.0,27.91,86,403,False
AJK86283.1,AJK86283.1 hypothetical protein HR49_03185 [Lysinibacillus fusiformis],33.0,27.91,86,213,False
GKS65781.1,GKS65781.1 hypothetical protein YTPLAS72_30850 [Nitrospira sp.],48.5,27.91,86,1025,False
CUR60243.1,CUR60243.1 hypothetical protein NOCA1200007 [metagenome],39.5,27.91,43,130,False
RQP14736.1,RQP14736.1 MAG: hypothetical protein EAS48_00905 [Chryseobacterium sp.],34.0,27.91,86,458,False
KGP85846.1,KGP85846.1 hypothetical protein P363_0121220 [Paenibacillus sp. MAEPY1],30.5,27.91,43,324,False
KGP87552.1,KGP87552.1 hypothetical protein P363_0110825 [Paenibacillus sp. MAEPY1],38.0,27.91,86,562,False
RQP10891.1,RQP10891.1 MAG: hypothetical protein EAS51_07540 [Microbacteriaceae bacterium],54.0,27.91,129,1153,False
GFO83212.1,GFO83212.1 MAG: hypothetical protein A49_28390 [Methyloceanibacter sp.],32.0,27.91,86,179,False
EIW89614.1,EIW89614.1 hypothetical protein AGRI_05912 [Alishewanella agri BL06],63.0,27.91,172,573,False
EIW88156.1,EIW88156.1 hypothetical protein AGRI_13171 [Alishewanella agri BL06],40.0,27.89,147,317,False
OCN00142.1,OCN00142.1 hypothetical protein A7X67_17795 [Clostridium sp. W14A],39.5,27.89,147,390,False
KGP77351.1,"KGP77351.1 hypothetical protein P363_0133585, partial [Paenibacillus sp. MAEPY1]",43.0,27.88,104,485,False
KKB39869.1,KKB39869.1 hypothetical protein QY95_02086 [Bacillus thermotolerans],49.5,27.88,104,397,False
KKB43688.1,KKB43688.1 hypothetical protein QY96_00756 [Bacillus thermotolerans],54.0,27.88,104,260,False
QTQ98800.1,QTQ98800.1 hypothetical protein J9247_04290 [Pseudomonas aeruginosa],73.0,27.88,104,189,False
PCL90103.1,PCL90103.1 hypothetical protein CPZ30_19765 [Paenibacillus lautus],56.5,27.88,165,873,False
QQE09044.1,QQE09044.1 hypothetical protein IC580_15205 [Cupriavidus sp. ISTL7],44.5,27.88,104,172,False
KGP86284.1,KGP86284.1 hypothetical protein P363_0118580 [Paenibacillus sp. MAEPY1],39.5,27.88,165,386,False
AHB77997.1,AHB77997.1 hypothetical protein X636_23120 [Pandoraea pnomenusa],47.5,27.88,104,230,False
AHB76712.1,AHB76712.1 hypothetical protein X636_15645 [Pandoraea pnomenusa],50.5,27.88,165,446,False
CAD6516661.1,CAD6516661.1 conserved hypothetical protein [metagenome],28.5,27.88,104,432,False
KGP77392.1,KGP77392.1 hypothetical protein P364_0133260 [Paenibacillus sp. MAEPY2],43.0,27.88,104,498,False
KGP83419.1,KGP83419.1 hypothetical protein P364_0107545 [Paenibacillus sp. MAEPY2],39.5,27.88,165,386,False
GFO80481.1,GFO80481.1 MAG: hypothetical protein A49_01080 [Methyloceanibacter sp.],41.0,27.88,104,834,False
GFO83338.1,GFO83338.1 MAG: hypothetical protein A49_29650 [Methyloceanibacter sp.],56.5,27.88,104,210,False
QRE82555.1,QRE82555.1 hypothetical protein F1734_21425 [Rhodococcus ruber],61.0,27.88,208,774,False
KKB44306.1,KKB44306.1 hypothetical protein QY96_03328 [Bacillus thermotolerans],49.5,27.88,104,397,False
UZF55689.1,UZF55689.1 hypothetical protein LH935_23780 [Gordonia polyisoprenivorans],56.5,27.88,165,523,False
PCL93350.1,PCL93350.1 hypothetical protein CPZ30_07830 [Paenibacillus lautus],31.5,27.88,104,328,False
WWV51708.1,WWV51708.1 hypothetical protein V0M98_03370 [Pseudomonas silesiensis],46.5,27.87,61,691,False
OWY83309.1,OWY83309.1 hypothetical protein B9C99_02370 [Rhodococcus sp. BUPNP1],31.5,27.87,61,221,False
APC50167.1,APC50167.1 hypothetical protein BME96_03655 [Virgibacillus halodenitrificans],42.5,27.87,61,223,False
PCL92412.1,PCL92412.1 hypothetical protein CPZ30_11500 [Paenibacillus lautus],40.0,27.87,122,282,False
GFO83084.1,GFO83084.1 MAG: hypothetical protein A49_27110 [Methyloceanibacter sp.],40.5,27.87,61,392,False
GKS58148.1,GKS58148.1 hypothetical protein YTPLAS18_16750 [Nitrospira sp.],30.0,27.87,61,192,False
RAS90260.1,RAS90260.1 hypothetical protein A6E21_26135 [Bacillus cereus],34.0,27.87,61,236,False
CUR60515.1,CUR60515.1 conserved hypothetical protein [metagenome],51.5,27.87,122,346,False
GKS67421.1,GKS67421.1 hypothetical protein YTPLAS73_09680 [Nitrosarchaeum sp.],47.0,27.87,61,356,False
AHB75310.1,AHB75310.1 hypothetical protein X636_07490 [Pandoraea pnomenusa],37.5,27.87,61,100,False
GFO82870.1,GFO82870.1 MAG: hypothetical protein A49_24970 [Methyloceanibacter sp.],33.0,27.87,122,277,False
AHB74047.2,AHB74047.2 hypothetical protein X636_00215 [Pandoraea pnomenusa],47.0,27.87,61,206,False
GFO82874.1,GFO82874.1 MAG: hypothetical protein A49_25010 [Methyloceanibacter sp.],31.0,27.87,61,135,False
GKS65178.1,GKS65178.1 hypothetical protein YTPLAS72_24820 [Nitrospira sp.],28.0,27.87,61,125,False
CUR61745.1,CUR61745.1 conserved hypothetical protein [metagenome],43.5,27.87,122,237,False
KKB41043.1,KKB41043.1 hypothetical protein QY95_01106 [Bacillus thermotolerans],28.5,27.87,61,113,False
UZF53980.1,UZF53980.1 hypothetical protein LH935_14505 [Gordonia polyisoprenivorans],41.5,27.87,183,374,False
KGP77702.1,KGP77702.1 hypothetical protein P364_0132025 [Paenibacillus sp. MAEPY2],34.0,27.87,61,160,False
OCM99942.1,OCM99942.1 hypothetical protein A7X67_11285 [Clostridium sp. W14A],40.5,27.87,61,157,False
GAB6181624.1,GAB6181624.1 hypothetical protein JCM14036_29430 [Desulfotomaculum defluvii],36.5,27.87,122,309,False
AHB05585.2,AHB05585.2 hypothetical protein U875_09410 [Pandoraea pnomenusa 3kgm],47.0,27.87,61,206,False
AJK86412.1,AJK86412.1 hypothetical protein HR49_03915 [Lysinibacillus fusiformis],35.5,27.87,122,366,False
GFO82837.1,GFO82837.1 MAG: hypothetical protein A49_24640 [Methyloceanibacter sp.],42.5,27.87,122,304,False
KGP78679.1,KGP78679.1 hypothetical protein P363_0131895 [Paenibacillus sp. MAEPY1],34.0,27.87,61,160,False
PXZ46783.1,PXZ46783.1 hypothetical protein DM483_22790 [Pseudomonas sp. SMT-1],33.0,27.87,61,183,False
APC49907.1,APC49907.1 hypothetical protein BME96_17630 [Virgibacillus halodenitrificans],35.0,27.87,61,168,False
CAD6514626.1,CAD6514626.1 conserved exported hypothetical protein [metagenome],33.5,27.87,122,143,False
AHB04301.2,AHB04301.2 hypothetical protein U875_01980 [Pandoraea pnomenusa 3kgm],37.5,27.87,61,100,False
OCN00370.1,OCN00370.1 hypothetical protein A7X67_18185 [Clostridium sp. W14A],37.0,27.87,61,150,False
