ID,Average_pLDDT,Num_Residues,Min_pLDDT,Max_pLDDT,Category,Status
PCL89754.1,89.35,258,47.0,98.0,High,Passed
PCL90106.1,80.71,171,45.0,94.0,High,Passed
PCL90240.1,90.42,293,57.0,99.0,Very High,Passed
PCL90287.1,93.75,273,64.0,99.0,Very High,Passed
PCL90300.1,96.94,268,79.0,99.0,Very High,Passed
PCL90367.1,92.45,303,70.0,99.0,Very High,Passed
PCL90549.1,86.73,326,51.0,98.0,High,Passed
PCL90631.1,95.47,378,55.0,99.0,Very High,Passed
PCL90649.1,85.62,367,50.0,98.0,High,Passed
PCL90899.1,89.58,385,47.0,99.0,High,Passed
PCL90985.1,80.73,394,48.0,98.0,High,Passed
PCL91123.1,73.78,148,49.0,91.0,High,Passed
PCL91398.1,96.75,341,79.0,99.0,Very High,Passed
PCL91486.1,88.74,187,68.0,98.0,High,Passed
PCL91667.1,85.69,379,53.0,99.0,High,Passed
PCL91669.1,89.06,295,62.0,98.0,High,Passed
PCL91864.1,94.89,377,62.0,99.0,Very High,Passed
PCL91869.1,61.08,196,38.0,88.0,Low,Failed
PCL91893.1,80.88,386,40.0,98.0,High,Passed
PCL91974.1,80.61,148,36.0,94.0,High,Passed
PCL92021.1,96.23,251,66.0,99.0,Very High,Passed
PCL92069.1,93.11,223,69.0,98.0,Very High,Passed
PCL92089.1,88.17,180,61.0,96.0,High,Passed
PCL92254.1,82.82,234,49.0,97.0,High,Passed
PCL92459.1,84.34,239,38.0,98.0,High,Passed
AJK88405.1,90.77,336,44.0,97.0,Very High,Passed
PCL92703.1,76.19,137,52.0,91.0,High,Passed
PCL92775.1,59.35,285,25.0,93.0,Low,Failed
PCL92913.1,36.21,160,24.0,52.0,Very Low,Failed
PCL93403.1,45.37,290,23.0,83.0,Very Low,Failed
PCL93707.1,81.74,349,33.0,99.0,High,Passed
PCL93719.1,91.2,336,61.0,99.0,Very High,Passed
PCL93904.1,89.64,101,49.0,95.0,High,Passed
PCL93974.1,85.01,204,59.0,98.0,High,Passed
PCL94078.1,91.17,339,62.0,98.0,Very High,Passed
PCL94148.1,88.69,179,60.0,98.0,High,Passed
PCL94228.1,86.04,372,38.0,99.0,High,Passed
PCL94555.1,45.98,224,31.0,82.0,Very Low,Failed
PCL94754.1,95.87,289,62.0,99.0,Very High,Passed
PCL94797.1,89.95,200,58.0,98.0,High,Passed
PCL94858.1,94.68,326,52.0,99.0,Very High,Passed
PCL95047.1,56.75,126,25.0,92.0,Low,Failed
PXZ45643.1,93.3,298,50.0,99.0,Very High,Passed
PXZ45684.1,75.47,266,46.0,98.0,High,Passed
PXZ45721.1,69.51,159,40.0,89.0,Low,Failed
PXZ45747.1,94.53,396,67.0,99.0,Very High,Passed
PXZ46057.1,64.22,157,29.0,90.0,Low,Failed
PXZ46872.1,90.42,249,61.0,98.0,Very High,Passed
PXZ46875.1,79.33,104,46.0,94.0,High,Passed
PXZ47045.1,30.03,191,22.0,62.0,Very Low,Failed
PXZ47048.1,96.46,340,60.0,99.0,Very High,Passed
PXZ47087.1,78.63,284,45.0,98.0,High,Passed
PXZ47905.1,31.29,112,21.0,46.0,Very Low,Failed
PXZ48165.1,83.05,262,50.0,98.0,High,Passed
PXZ48783.1,55.62,160,40.0,72.0,Low,Failed
PXZ49090.1,93.78,277,64.0,99.0,Very High,Passed
PXZ49276.1,43.16,251,23.0,79.0,Very Low,Failed
PXZ49282.1,82.49,218,49.0,99.0,High,Passed
PXZ49653.1,59.61,323,32.0,95.0,Low,Failed
PXZ50300.1,72.34,368,28.0,98.0,High,Passed
PXZ50396.1,57.91,148,32.0,84.0,Low,Failed
PXZ50400.1,83.41,106,55.0,95.0,High,Passed
PXZ51770.1,71.66,106,32.0,92.0,High,Passed
PXZ52434.1,85.86,358,30.0,99.0,High,Passed
PXZ53140.1,88.13,368,45.0,99.0,High,Passed
PXZ53383.1,54.19,102,41.0,76.0,Low,Failed
PXZ53440.1,90.08,224,56.0,98.0,Very High,Passed
PXZ53994.1,65.68,375,24.0,97.0,Low,Failed
PXZ54290.1,72.6,363,26.0,98.0,High,Passed
QBR69942.1,92.33,378,61.0,99.0,Very High,Passed
QBR70028.1,94.34,206,57.0,99.0,Very High,Passed
QBR70065.1,95.62,390,70.0,99.0,Very High,Passed
QBR70094.1,88.08,213,63.0,97.0,High,Passed
QBR70167.1,96.88,291,76.0,99.0,Very High,Passed
QBR70462.1,91.5,314,51.0,99.0,Very High,Passed
QBR70499.1,80.28,330,21.0,96.0,High,Passed
QBR70605.1,67.24,339,38.0,95.0,Low,Failed
QBR70667.1,70.89,366,25.0,97.0,High,Passed
QBR70681.1,58.05,397,27.0,95.0,Low,Failed
QBR70684.1,89.06,214,61.0,98.0,High,Passed
QBR70708.1,66.71,308,25.0,92.0,Low,Failed
QBR70765.1,76.51,275,43.0,99.0,High,Passed
QBR70792.1,90.51,345,59.0,99.0,Very High,Passed
QBR70836.1,91.99,374,64.0,99.0,Very High,Passed
QBR70930.1,49.76,118,41.0,76.0,Very Low,Failed
QBR70945.1,85.33,112,59.0,94.0,High,Passed
QBR70991.1,71.03,154,36.0,91.0,High,Passed
QBR71085.1,32.81,195,21.0,77.0,Very Low,Failed
QBR71094.1,76.18,104,38.0,91.0,High,Passed
QBR71191.1,93.46,351,64.0,99.0,Very High,Passed
QBR71320.1,59.6,189,30.0,83.0,Low,Failed
QBR71403.1,88.48,379,52.0,98.0,High,Passed
QBR71443.1,85.93,274,38.0,99.0,High,Passed
QBR71469.1,80.06,293,31.0,97.0,High,Passed
OWY79526.1,89.25,315,52.0,99.0,High,Passed
PCL89434.1,94.22,252,72.0,99.0,Very High,Passed
QBR71513.1,82.96,389,41.0,98.0,High,Passed
QBR71581.1,87.38,302,46.0,99.0,High,Passed
QBR71792.1,83.2,274,47.0,98.0,High,Passed
QBR71799.1,90.48,356,54.0,99.0,Very High,Passed
QBR71860.1,74.65,393,32.0,98.0,High,Passed
QBR72085.1,50.83,114,39.0,73.0,Low,Failed
QBR72116.1,94.01,277,70.0,99.0,Very High,Passed
QBR72217.1,47.72,134,27.0,62.0,Very Low,Failed
QBR72277.1,95.39,275,72.0,99.0,Very High,Passed
QBR72333.1,83.42,358,42.0,98.0,High,Passed
QBR72355.1,95.09,266,80.0,99.0,Very High,Passed
QBR72384.1,93.44,208,60.0,99.0,Very High,Passed
QBR72537.1,90.27,229,67.0,98.0,Very High,Passed
QBR72542.1,89.15,243,57.0,98.0,High,Passed
QBR72783.1,86.09,175,65.0,96.0,High,Passed
QBR72792.1,92.42,343,68.0,99.0,Very High,Passed
QBR72844.1,85.35,138,32.0,95.0,High,Passed
QBR72964.1,84.57,150,38.0,94.0,High,Passed
QHS92291.1,71.67,400,31.0,96.0,High,Passed
QHS92292.1,41.85,159,27.0,70.0,Very Low,Failed
QHS92329.1,38.11,203,20.0,86.0,Very Low,Failed
QHS92342.1,88.11,324,51.0,98.0,High,Passed
QHS92368.1,85.77,361,42.0,99.0,High,Passed
QHS92375.1,83.67,329,41.0,99.0,High,Passed
QHS92378.1,55.32,161,32.0,80.0,Low,Failed
QHS92385.1,47.67,132,34.0,69.0,Very Low,Failed
QHS92389.1,54.44,308,30.0,96.0,Low,Failed
QHS92430.1,88.63,338,60.0,99.0,High,Passed
QHS92505.1,86.67,172,45.0,97.0,High,Passed
QHS92506.1,40.63,280,23.0,72.0,Very Low,Failed
QHS92578.1,91.73,252,50.0,99.0,Very High,Passed
QHS92610.1,88.81,287,54.0,99.0,High,Passed
QHS92641.1,91.51,246,62.0,98.0,Very High,Passed
QHS92659.1,84.14,313,28.0,98.0,High,Passed
QHS92677.1,57.53,305,31.0,91.0,Low,Failed
QHS92717.1,35.58,185,22.0,93.0,Very Low,Failed
QQE06206.1,95.26,263,68.0,99.0,Very High,Passed
QQE06530.1,59.24,155,25.0,89.0,Low,Failed
QQE06532.1,40.42,151,30.0,65.0,Very Low,Failed
QQE06770.1,85.63,256,50.0,98.0,High,Passed
QQE06896.1,47.26,160,39.0,73.0,Very Low,Failed
QQE07098.1,80.43,220,22.0,98.0,High,Passed
QQE07459.1,74.75,294,34.0,97.0,High,Passed
QQE07584.1,42.28,147,30.0,58.0,Very Low,Failed
QQE07726.1,48.38,135,29.0,77.0,Very Low,Failed
QQE08272.1,84.37,123,39.0,92.0,High,Passed
QQE08762.1,92.09,357,67.0,98.0,Very High,Passed
QQE08854.1,65.28,107,27.0,88.0,Low,Failed
QQE09029.1,34.97,119,25.0,51.0,Very Low,Failed
QQE09044.1,62.84,172,40.0,91.0,Low,Failed
QQE09058.1,43.07,230,33.0,72.0,Very Low,Failed
QQE09370.1,82.97,287,42.0,97.0,High,Passed
QQE09416.1,37.14,144,27.0,75.0,Very Low,Failed
QQE09422.1,54.4,318,28.0,90.0,Low,Failed
QQE09479.1,47.96,277,31.0,70.0,Very Low,Failed
QQE09604.1,90.86,286,55.0,99.0,Very High,Passed
QRE78786.1,76.09,171,28.0,95.0,High,Passed
QRE79027.1,74.35,233,56.0,94.0,High,Passed
QRE79181.1,79.69,393,29.0,97.0,High,Passed
QRE79242.1,87.77,242,42.0,98.0,High,Passed
QRE79308.1,75.83,134,42.0,95.0,High,Passed
QRE79315.1,92.02,205,64.0,99.0,Very High,Passed
QRE79317.1,75.48,153,46.0,93.0,High,Passed
QRE79424.1,83.44,343,48.0,98.0,High,Passed
QRE79616.1,86.0,257,53.0,98.0,High,Passed
QRE80444.1,95.04,199,81.0,99.0,Very High,Passed
QRE80491.1,93.14,210,76.0,99.0,Very High,Passed
QRE80511.1,87.81,380,53.0,99.0,High,Passed
QRE80575.1,64.19,155,34.0,90.0,Low,Failed
QRE80634.1,89.87,388,55.0,98.0,High,Passed
QRE80728.1,86.62,172,52.0,96.0,High,Passed
QRE80977.1,90.18,218,40.0,98.0,Very High,Passed
QRE81066.1,62.8,397,28.0,92.0,Low,Failed
QRE81113.1,85.55,304,47.0,99.0,High,Passed
QRE81270.1,92.03,361,55.0,98.0,Very High,Passed
QRE81396.1,57.67,101,33.0,75.0,Low,Failed
QRE81504.1,61.47,121,43.0,82.0,Low,Failed
QRE81531.1,62.06,142,28.0,86.0,Low,Failed
QRE81840.1,64.87,271,28.0,94.0,Low,Failed
QRE82312.1,78.84,139,52.0,93.0,High,Passed
QRE82314.1,72.76,384,48.0,97.0,High,Passed
QRE82333.1,81.88,344,31.0,98.0,High,Passed
QRE82525.1,89.21,203,76.0,98.0,High,Passed
QRE82613.1,90.65,343,48.0,99.0,Very High,Passed
QRE82755.1,87.85,146,44.0,96.0,High,Passed
QRE82795.1,88.74,282,43.0,99.0,High,Passed
QRE82949.1,81.43,120,45.0,95.0,High,Passed
QRE83227.1,90.15,224,47.0,98.0,Very High,Passed
QRE83234.1,93.17,321,57.0,99.0,Very High,Passed
QRE83307.1,96.45,293,66.0,99.0,Very High,Passed
QRE83339.1,68.76,275,31.0,95.0,Low,Failed
QRE83589.1,39.31,108,23.0,56.0,Very Low,Failed
QRE83683.1,63.13,103,26.0,91.0,Low,Failed
QRE83791.1,32.92,145,24.0,51.0,Very Low,Failed
QTQ95181.1,49.9,347,19.0,83.0,Very Low,Failed
QTQ95213.1,82.35,109,48.0,95.0,High,Passed
QTQ95271.1,66.51,174,29.0,90.0,Low,Failed
QTQ95441.1,86.16,137,55.0,95.0,High,Passed
QTQ95540.1,43.76,102,33.0,59.0,Very Low,Failed
QTQ95666.1,49.38,113,29.0,72.0,Very Low,Failed
QTQ95973.1,88.25,365,34.0,98.0,High,Passed
QTQ96562.1,80.84,232,54.0,97.0,High,Passed
QTQ96603.1,51.17,106,41.0,75.0,Low,Failed
QTQ96975.1,93.94,195,72.0,99.0,Very High,Passed
QTQ97040.1,85.86,318,44.0,98.0,High,Passed
QTQ97563.1,57.75,171,38.0,76.0,Low,Failed
QTQ97564.1,45.41,135,38.0,75.0,Very Low,Failed
QTQ97655.1,79.77,232,30.0,98.0,High,Passed
QTQ97946.1,55.03,138,30.0,73.0,Low,Failed
QTQ98005.1,69.37,328,28.0,98.0,Low,Failed
QTQ98042.1,74.02,145,42.0,92.0,High,Passed
QTQ98839.1,64.66,107,25.0,82.0,Low,Failed
QTQ99256.1,81.5,267,35.0,98.0,High,Passed
QTQ99669.1,88.19,142,47.0,95.0,High,Passed
QTQ99779.1,91.51,208,50.0,99.0,Very High,Passed
QTR00092.1,55.52,111,32.0,79.0,Low,Failed
QTR00137.1,37.95,117,27.0,51.0,Very Low,Failed
QTR00239.1,77.08,251,34.0,95.0,High,Passed
QTR00321.1,56.6,274,26.0,94.0,Low,Failed
QTR00612.1,68.35,350,30.0,97.0,Low,Failed
QTR00914.1,79.75,227,36.0,98.0,High,Passed
QTR00982.1,87.32,247,53.0,99.0,High,Passed
QTR00991.1,78.86,341,51.0,98.0,High,Passed
QTR01032.1,39.66,193,23.0,64.0,Very Low,Failed
QTR01039.1,92.44,260,68.0,97.0,Very High,Passed
QTR01041.1,83.1,204,46.0,97.0,High,Passed
QTV14646.1,60.77,324,33.0,91.0,Low,Failed
QTV14955.1,81.43,118,53.0,94.0,High,Passed
QTV14963.1,85.79,341,45.0,98.0,High,Passed
QTV15222.1,48.89,150,29.0,70.0,Very Low,Failed
QTV15518.1,38.76,102,27.0,52.0,Very Low,Failed
QTV15969.1,67.78,164,31.0,83.0,Low,Failed
QTV16001.1,77.7,186,54.0,94.0,High,Passed
QTV16097.1,67.39,124,41.0,85.0,Low,Failed
QTV16601.1,63.85,111,34.0,89.0,Low,Failed
QTV17321.1,80.17,389,29.0,98.0,High,Passed
QTV17413.1,39.07,150,27.0,59.0,Very Low,Failed
QTV17542.1,82.93,301,36.0,99.0,High,Passed
QTV18075.1,81.76,109,44.0,95.0,High,Passed
QTV18090.1,89.54,123,43.0,97.0,High,Passed
QTV18565.1,79.14,269,38.0,97.0,High,Passed
QTV18718.1,51.37,115,34.0,74.0,Low,Failed
QTV19259.1,72.93,126,41.0,90.0,High,Passed
QTV19492.1,32.39,136,25.0,43.0,Very Low,Failed
QTV19630.1,61.4,159,41.0,76.0,Low,Failed
QTV19888.1,87.07,121,39.0,95.0,High,Passed
QTV20408.1,60.49,217,29.0,93.0,Low,Failed
QXP86252.1,45.92,160,30.0,65.0,Very Low,Failed
QXP86363.1,74.46,104,40.0,93.0,High,Passed
QXP86559.1,69.86,124,30.0,90.0,Low,Failed
QXP86615.1,70.06,343,37.0,95.0,High,Passed
QXP86649.1,87.8,192,59.0,98.0,High,Passed
QXP86815.1,93.02,315,53.0,99.0,Very High,Passed
QXP87113.1,89.24,337,53.0,99.0,High,Passed
QRE81123.1,70.48,159,42.0,88.0,High,Passed
QTQ95690.1,82.79,173,50.0,96.0,High,Passed
QTR00134.1,83.45,138,27.0,94.0,High,Passed
QXP87214.1,65.86,320,34.0,87.0,Low,Failed
QXP87514.1,83.58,193,45.0,99.0,High,Passed
QXP87594.1,88.34,232,37.0,99.0,High,Passed
QXP87689.1,80.34,124,48.0,91.0,High,Passed
QXP87769.1,76.29,130,38.0,93.0,High,Passed
QXP88140.1,59.27,131,36.0,86.0,Low,Failed
QXP88186.1,47.55,101,24.0,64.0,Very Low,Failed
QXP88230.1,86.79,199,54.0,99.0,High,Passed
QXP88692.1,63.19,104,23.0,84.0,Low,Failed
QXP88798.1,53.33,234,26.0,87.0,Low,Failed
RAS87833.1,66.56,141,36.0,89.0,Low,Failed
RAS89412.1,96.56,298,71.0,99.0,Very High,Passed
RAS90756.1,87.93,304,41.0,99.0,High,Passed
RAS91342.1,66.34,128,39.0,85.0,Low,Failed
RAS91351.1,79.08,170,36.0,95.0,High,Passed
RAS91487.1,85.56,122,45.0,97.0,High,Passed
RAS92137.1,78.98,126,38.0,94.0,High,Passed
RAS92602.1,80.88,198,37.0,97.0,High,Passed
RAS93162.1,88.91,400,46.0,99.0,High,Passed
RAS93540.1,96.73,340,83.0,99.0,Very High,Passed
RAS93833.1,94.35,302,69.0,98.0,Very High,Passed
RAS94154.1,31.49,199,23.0,54.0,Very Low,Failed
RAS94173.1,69.7,135,29.0,92.0,Low,Failed
RAS94189.1,58.98,257,30.0,86.0,Low,Failed
RAS94321.1,92.62,214,63.0,98.0,Very High,Passed
RAS94403.1,50.14,203,34.0,76.0,Low,Failed
RAS94488.1,92.46,207,61.0,98.0,Very High,Passed
RAS94743.1,49.34,131,26.0,82.0,Very Low,Failed
RAS94811.1,85.19,175,40.0,95.0,High,Passed
RAS94825.1,93.21,303,61.0,99.0,Very High,Passed
RAS95107.1,72.74,137,32.0,92.0,High,Passed
RAS95140.1,96.52,265,72.0,99.0,Very High,Passed
RAS95176.1,92.28,258,61.0,98.0,Very High,Passed
RAS95194.1,87.91,175,58.0,98.0,High,Passed
RAS95298.1,95.98,241,80.0,99.0,Very High,Passed
RAS95346.1,91.49,321,57.0,98.0,Very High,Passed
RAS95442.1,97.09,340,74.0,99.0,Very High,Passed
RAS95585.1,78.65,182,47.0,93.0,High,Passed
RAS95670.1,94.17,208,49.0,99.0,Very High,Passed
RAS95916.1,88.37,327,59.0,99.0,High,Passed
RAS96125.1,95.93,243,80.0,99.0,Very High,Passed
RAS96680.1,94.84,201,64.0,99.0,Very High,Passed
RAS96738.1,82.72,340,47.0,99.0,High,Passed
RAS96904.1,77.95,284,41.0,98.0,High,Passed
RAS97060.1,84.04,292,48.0,98.0,High,Passed
RAS97340.1,95.05,239,44.0,99.0,Very High,Passed
RAS98456.1,97.38,317,84.0,99.0,Very High,Passed
RAS98523.1,62.38,104,30.0,84.0,Low,Failed
RAS98654.1,91.08,356,62.0,99.0,Very High,Passed
RAS98936.1,93.95,263,78.0,99.0,Very High,Passed
RAS99184.1,82.55,209,47.0,98.0,High,Passed
RAS99338.1,86.16,122,43.0,97.0,High,Passed
RAS99416.1,94.78,201,65.0,99.0,Very High,Passed
RAT00113.1,87.1,127,46.0,96.0,High,Passed
RAT00247.1,88.4,327,58.0,99.0,High,Passed
RAT00827.1,94.04,285,58.0,99.0,Very High,Passed
RAT01164.1,88.11,156,52.0,97.0,High,Passed
RAT01182.1,88.08,251,51.0,98.0,High,Passed
RAT01340.1,79.41,182,47.0,93.0,High,Passed
RAT01610.1,78.32,118,47.0,91.0,High,Passed
RAT01861.1,92.3,207,62.0,98.0,Very High,Passed
RAT01997.1,94.83,213,74.0,99.0,Very High,Passed
RAT02244.1,92.63,214,76.0,98.0,Very High,Passed
RAT02713.1,93.72,293,55.0,99.0,Very High,Passed
RAT02875.1,83.34,134,52.0,92.0,High,Passed
RAT03070.1,93.83,115,63.0,97.0,Very High,Passed
RAT04132.1,68.5,150,37.0,88.0,Low,Failed
RAT04752.1,87.08,254,48.0,99.0,High,Passed
RAT04920.1,57.7,170,30.0,82.0,Low,Failed
RAT05009.1,94.09,314,70.0,99.0,Very High,Passed
RAT05141.1,78.32,284,41.0,98.0,High,Passed
RAT05469.1,79.2,181,46.0,94.0,High,Passed
RAT05489.1,93.86,302,69.0,98.0,Very High,Passed
RAT06014.1,85.25,117,48.0,94.0,High,Passed
RAT06367.1,93.14,182,70.0,99.0,Very High,Passed
RAT06436.1,71.16,137,31.0,91.0,High,Passed
RAT06465.1,84.31,393,43.0,95.0,High,Passed
RAT07056.1,81.24,198,42.0,97.0,High,Passed
RAT07317.1,95.2,310,81.0,99.0,Very High,Passed
RAT07556.1,76.7,166,34.0,94.0,High,Passed
RAT08628.1,88.27,397,43.0,99.0,High,Passed
RAT09735.1,50.99,203,37.0,75.0,Low,Failed
RAT09883.1,94.61,348,55.0,99.0,Very High,Passed
RAT10268.1,95.5,278,60.0,99.0,Very High,Passed
RAT10819.1,93.55,208,71.0,99.0,Very High,Passed
RAT11388.1,73.39,151,32.0,92.0,High,Passed
RAT11793.1,88.18,175,53.0,98.0,High,Passed
RAT11840.1,88.58,245,47.0,99.0,High,Passed
RAT12020.1,29.52,200,23.0,52.0,Very Low,Failed
RAT12045.1,93.8,260,69.0,99.0,Very High,Passed
RAT12804.1,79.23,132,45.0,94.0,High,Passed
RAT13116.1,70.52,142,38.0,93.0,High,Passed
RAT13213.1,84.43,260,48.0,98.0,High,Passed
RAT13557.1,71.58,271,40.0,97.0,High,Passed
RAT14174.1,62.04,185,28.0,87.0,Low,Failed
RAT14408.1,47.88,353,28.0,81.0,Very Low,Failed
RAT14537.1,69.84,148,42.0,94.0,Low,Failed
RQP04009.1,34.2,143,23.0,48.0,Very Low,Failed
RQP04046.1,71.24,347,34.0,95.0,High,Passed
RQP04195.1,89.32,321,47.0,99.0,High,Passed
RQP04284.1,93.88,313,61.0,99.0,Very High,Passed
RQP04548.1,90.56,228,62.0,99.0,Very High,Passed
RQP04838.1,93.47,200,59.0,99.0,Very High,Passed
RQP04927.1,90.49,399,46.0,99.0,Very High,Passed
RQP05062.1,71.9,168,44.0,93.0,High,Passed
RQP05301.1,85.25,195,58.0,97.0,High,Passed
RQP05363.1,95.67,376,74.0,99.0,Very High,Passed
RQP05941.1,68.83,190,30.0,94.0,Low,Failed
RQP06667.1,86.69,178,57.0,99.0,High,Passed
RQP06738.1,87.49,365,42.0,99.0,High,Passed
RQP07060.1,78.57,222,36.0,97.0,High,Passed
RQP07071.1,73.06,373,27.0,98.0,High,Passed
RQP07124.1,89.92,154,72.0,95.0,High,Passed
RQP07392.1,84.08,169,48.0,96.0,High,Passed
RQP07439.1,80.7,151,40.0,96.0,High,Passed
RQP07557.1,50.91,175,29.0,75.0,Low,Failed
RQP07774.1,87.83,243,44.0,96.0,High,Passed
RQP08030.1,91.59,218,60.0,99.0,Very High,Passed
RQP08071.1,93.09,250,67.0,99.0,Very High,Passed
RQP08081.1,84.37,312,54.0,98.0,High,Passed
RQP08234.1,79.06,158,40.0,90.0,High,Passed
RQP08408.1,91.5,235,33.0,98.0,Very High,Passed
RQP08456.1,80.28,372,40.0,96.0,High,Passed
RQP08505.1,84.87,181,48.0,96.0,High,Passed
RQP08531.1,88.09,110,53.0,95.0,High,Passed
RQP08737.1,51.86,138,34.0,85.0,Low,Failed
RQP08753.1,66.99,155,38.0,92.0,Low,Failed
RQP08778.1,93.54,227,69.0,99.0,Very High,Passed
RQP08924.1,82.98,312,44.0,98.0,High,Passed
RQP09083.1,29.23,116,24.0,35.0,Very Low,Failed
RQP09121.1,79.11,380,21.0,98.0,High,Passed
RQP09137.1,44.75,100,32.0,65.0,Very Low,Failed
RQP09330.1,73.06,185,38.0,96.0,High,Passed
RQP09571.1,92.92,390,45.0,99.0,Very High,Passed
RQP09615.1,78.0,260,32.0,96.0,High,Passed
RQP09728.1,75.22,144,43.0,95.0,High,Passed
RQP10558.1,66.74,156,31.0,90.0,Low,Failed
RQP10699.1,77.2,178,38.0,96.0,High,Passed
RQP10833.1,48.93,231,32.0,82.0,Very Low,Failed
RQP11152.1,85.25,204,45.0,99.0,High,Passed
RQP11202.1,81.01,345,32.0,98.0,High,Passed
RQP11286.1,80.93,129,42.0,94.0,High,Passed
RQP11402.1,91.59,203,67.0,98.0,Very High,Passed
RQP11409.1,75.65,132,40.0,93.0,High,Passed
RQP11414.1,81.07,223,41.0,94.0,High,Passed
RQP11691.1,79.05,153,53.0,96.0,High,Passed
RQP11713.1,89.56,394,61.0,99.0,High,Passed
RQP11733.1,39.17,226,27.0,69.0,Very Low,Failed
RQP11773.1,95.79,268,65.0,99.0,Very High,Passed
RQP11875.1,64.98,124,30.0,85.0,Low,Failed
RQP11940.1,58.33,158,32.0,89.0,Low,Failed
RQP12117.1,83.17,149,56.0,93.0,High,Passed
RQP12156.1,81.84,362,43.0,98.0,High,Passed
RAS92643.1,91.04,336,57.0,98.0,Very High,Passed
RAS94431.1,95.16,348,61.0,99.0,Very High,Passed
RQP04055.1,91.21,178,71.0,98.0,Very High,Passed
RQP12233.1,65.56,237,28.0,92.0,Low,Failed
RQP12344.1,57.09,182,31.0,80.0,Low,Failed
RQP12476.1,88.06,270,49.0,99.0,High,Passed
RQP12486.1,90.41,180,61.0,98.0,Very High,Passed
RQP12565.1,85.93,364,44.0,99.0,High,Passed
RQP12586.1,84.48,267,38.0,98.0,High,Passed
RQP12665.1,57.43,161,33.0,89.0,Low,Failed
RQP12848.1,77.11,398,28.0,98.0,High,Passed
RQP12862.1,82.98,379,32.0,97.0,High,Passed
RQP12875.1,88.39,210,51.0,98.0,High,Passed
RQP12976.1,88.08,335,57.0,98.0,High,Passed
RQP13113.1,84.44,248,54.0,99.0,High,Passed
RQP13302.1,82.37,343,35.0,98.0,High,Passed
RQP13317.1,65.21,102,47.0,76.0,Low,Failed
RQP13325.1,83.47,150,45.0,91.0,High,Passed
RQP13439.1,70.92,165,34.0,89.0,High,Passed
RQP13471.1,72.94,314,43.0,91.0,High,Passed
RQP13725.1,90.34,193,67.0,99.0,Very High,Passed
RQP13816.1,84.32,262,44.0,99.0,High,Passed
RQP13892.1,72.02,300,30.0,98.0,High,Passed
RQP14432.1,74.12,162,49.0,92.0,High,Passed
RQP14468.1,92.19,253,58.0,99.0,Very High,Passed
RQP14626.1,78.79,148,46.0,92.0,High,Passed
RQP14749.1,58.87,366,25.0,88.0,Low,Failed
RQP14773.1,54.57,195,28.0,95.0,Low,Failed
RQP14808.1,50.34,324,26.0,88.0,Low,Failed
RQP14891.1,79.91,319,38.0,96.0,High,Passed
RQP14902.1,90.3,158,53.0,97.0,Very High,Passed
RQP15103.1,80.9,208,47.0,97.0,High,Passed
RQP15313.1,47.38,189,27.0,80.0,Very Low,Failed
RQP15335.1,53.75,152,30.0,74.0,Low,Failed
RQP15415.1,80.3,352,35.0,98.0,High,Passed
RQP15440.1,64.09,127,21.0,81.0,Low,Failed
RQP15472.1,61.16,148,30.0,93.0,Low,Failed
RQP15777.1,90.92,140,57.0,95.0,Very High,Passed
RQP15898.1,92.26,190,58.0,98.0,Very High,Passed
RQP15921.1,80.69,236,47.0,98.0,High,Passed
RQP16300.1,92.17,239,70.0,98.0,Very High,Passed
RQP16397.1,71.73,126,38.0,87.0,High,Passed
RQP16517.1,68.86,239,30.0,97.0,Low,Failed
RQP16793.1,38.21,102,26.0,52.0,Very Low,Failed
RQP16864.1,75.54,322,28.0,97.0,High,Passed
RQP17440.1,75.11,179,34.0,95.0,High,Passed
RQP17767.1,39.57,174,26.0,76.0,Very Low,Failed
RQP17833.1,92.19,258,60.0,99.0,Very High,Passed
RQP17942.1,91.54,308,60.0,99.0,Very High,Passed
RQP18038.1,82.43,290,40.0,99.0,High,Passed
RQP18074.1,46.26,117,32.0,63.0,Very Low,Failed
RQP18134.1,40.44,182,28.0,56.0,Very Low,Failed
RQP18260.1,88.88,205,63.0,98.0,High,Passed
RQP18839.1,82.4,131,45.0,95.0,High,Passed
RQP18868.1,94.81,280,70.0,99.0,Very High,Passed
RQP18881.1,35.69,122,22.0,57.0,Very Low,Failed
RQP18952.1,71.05,119,34.0,93.0,High,Passed
RQP19008.1,81.51,353,26.0,98.0,High,Passed
RQP19119.1,86.51,261,58.0,99.0,High,Passed
RQP19435.1,88.07,117,55.0,96.0,High,Passed
RQP19483.1,77.84,382,31.0,99.0,High,Passed
RQP19498.1,63.98,107,37.0,85.0,Low,Failed
RQP19551.1,92.42,203,65.0,98.0,Very High,Passed
RQP19832.1,74.69,350,29.0,98.0,High,Passed
RQP19858.1,86.7,385,53.0,98.0,High,Passed
RQP20187.1,93.49,187,71.0,99.0,Very High,Passed
RQP20918.1,32.25,110,28.0,44.0,Very Low,Failed
UFN91637.1,84.35,341,53.0,98.0,High,Passed
UFN91731.1,85.04,206,56.0,99.0,High,Passed
UFN92115.1,71.16,239,44.0,97.0,High,Passed
UFN92116.1,66.38,114,43.0,90.0,Low,Failed
UFN92221.1,77.24,161,41.0,95.0,High,Passed
UFN92423.1,91.26,306,43.0,99.0,Very High,Passed
UFN92442.1,76.97,181,47.0,93.0,High,Passed
