Protein_ID,Binding_Affinity,Grid_Center,Grid_Size,Status,Message,Timestamp
QRE79315.1,-5.357,"(6.922, 11.574, 1.115)","(70.783, 79.358, 102.412)",Success,OK,2026-01-04T04:15:10.068412
QRE79317.1,-4.115,"(13.502, 1.006, 8.592)","(78.39, 65.132, 97.66)",Success,OK,2026-01-04T04:15:27.230789
QRE79424.1,-5.081,"(-13.915, 2.65, 3.768)","(77.96, 77.16, 120.853)",Success,OK,2026-01-04T04:15:47.467609
QRE79616.1,-4.857,"(-12.11, 3.771, 1.978)","(75.484, 98.239, 72.891)",Success,OK,2026-01-04T04:16:04.810458
QRE80444.1,-5.124,"(-4.518, -6.684, -3.654)","(94.727, 71.857, 59.684)",Success,OK,2026-01-04T04:16:20.534537
QRE80491.1,-6.275,"(-1.475, 2.008, -16.334)","(54.221, 56.064, 88.361)",Success,OK,2026-01-04T04:16:35.878731
QRE80511.1,-4.554,"(7.91, -2.492, 5.532)","(93.233, 73.42, 112.899)",Success,OK,2026-01-04T04:16:58.478458
QRE80634.1,-6.035,"(-1.277, -2.539, 0.33)","(56.339, 64.7, 81.782)",Success,OK,2026-01-04T04:17:15.519805
QRE80728.1,-5.913,"(-1.329, 2.544, 8.077)","(53.35, 46.062, 83.053)",Success,OK,2026-01-04T04:17:28.326667
QRE80977.1,-6.488,"(-0.975, 1.957, 4.146)","(60.913, 54.91, 64.557)",Success,OK,2026-01-04T04:17:42.442644
QRE81113.1,-6.713,"(-6.71, 3.812, 0.804)","(65.609, 58.803, 64.721)",Success,OK,2026-01-04T04:17:56.978412
QRE81123.1,-4.967,"(2.205, 14.397, 8.903)","(69.832, 94.388, 87.444)",Success,OK,2026-01-04T04:18:13.725247
QRE81270.1,-4.857,"(15.785, -7.162, -2.877)","(99.881, 76.65, 104.6)",Success,OK,2026-01-04T04:18:35.739736
QRE82312.1,-5.315,"(-3.708, 3.067, -1.377)","(49.592, 54.812, 58.911)",Success,OK,2026-01-04T04:18:48.827858
QRE82314.1,-4.353,"(0.519, 1.616, -3.259)","(99.22, 126.0, 90.537)",Success,OK,2026-01-04T04:19:13.495477
QRE82333.1,-6.303,"(0.028, -13.399, -4.144)","(67.981, 83.908, 63.081)",Success,OK,2026-01-04T04:19:30.740001
QRE82525.1,-4.826,"(0.345, -0.976, -10.751)","(105.923, 45.677, 84.484)",Success,OK,2026-01-04T04:19:46.128772
QRE82613.1,-5.782,"(-1.747, -0.303, 0.46)","(63.478, 73.389, 75.965)",Success,OK,2026-01-04T04:20:02.551786
QRE82755.1,-5.461,"(4.029, -0.239, -2.735)","(49.003, 45.344, 72.415)",Success,OK,2026-01-04T04:20:15.687095
QRE82795.1,-5.606,"(-1.141, 6.568, -2.715)","(62.203, 64.511, 65.068)",Success,OK,2026-01-04T04:20:31.024997
QRE82949.1,-5.79,"(-0.819, 6.971, 0.6)","(49.4, 63.357, 53.209)",Success,OK,2026-01-04T04:20:43.532963
QRE83227.1,-6.105,"(2.919, -0.284, 1.728)","(45.798, 57.098, 60.45)",Success,OK,2026-01-04T04:20:56.316852
QRE83234.1,-5.285,"(-3.858, 0.321, -4.181)","(62.731, 63.256, 109.377)",Success,OK,2026-01-04T04:21:14.512626
QRE83307.1,-5.492,"(-3.791, -0.989, 1.22)","(64.668, 57.255, 85.063)",Success,OK,2026-01-04T04:21:31.294256
QTQ95213.1,-4.754,"(1.322, 5.681, 24.677)","(40.605, 62.279, 103.159)",Success,OK,2026-01-04T04:21:45.603371
QTQ95441.1,-4.918,"(-0.483, 0.032, 6.908)","(45.612, 47.712, 61.231)",Success,OK,2026-01-04T04:21:57.709147
QTQ95690.1,-4.165,"(6.062, -0.119, -11.308)","(113.17, 78.3, 126.0)",Success,OK,2026-01-04T04:22:16.967467
QTQ95973.1,-6.024,"(0.124, 1.799, 11.225)","(61.998, 99.433, 94.533)",Success,OK,2026-01-04T04:22:35.847317
QTQ96562.1,-4.566,"(8.073, 3.064, 10.305)","(92.251, 79.947, 109.996)",Success,OK,2026-01-04T04:22:55.399215
QTQ96975.1,-4.759,"(-5.25, -12.717, -6.726)","(61.068, 79.085, 89.165)",Success,OK,2026-01-04T04:23:12.384452
QTQ97040.1,-5.585,"(16.762, 3.432, -0.748)","(114.534, 69.653, 66.966)",Success,OK,2026-01-04T04:23:31.549461
QTQ97655.1,-5.442,"(-4.428, 7.181, -8.344)","(67.809, 91.899, 69.072)",Success,OK,2026-01-04T04:23:48.211399
QTQ98042.1,-4.964,"(-16.817, -0.24, -1.165)","(83.254, 55.602, 75.781)",Success,OK,2026-01-04T04:24:03.496494
QTQ99256.1,-5.207,"(-12.055, -5.66, 8.106)","(76.302, 76.051, 81.849)",Success,OK,2026-01-04T04:24:21.409711
QTQ99669.1,-4.49,"(0.404, -2.75, -1.87)","(45.207, 44.153, 59.458)",Success,OK,2026-01-04T04:24:33.158882
QTQ99779.1,-5.78,"(-0.043, 0.149, -2.313)","(58.804, 48.021, 68.005)",Success,OK,2026-01-04T04:24:46.537239
QTR00134.1,-5.078,"(1.149, -3.185, 4.198)","(44.611, 49.797, 56.189)",Success,OK,2026-01-04T04:24:58.044110
QTR00239.1,-4.697,"(-0.665, -2.679, -20.024)","(65.526, 63.698, 98.087)",Success,OK,2026-01-04T04:25:15.688991
QTR00914.1,-5.818,"(0.461, -1.053, -0.761)","(72.743, 102.967, 71.068)",Success,OK,2026-01-04T04:25:33.106817
QTR00982.1,-4.674,"(-5.379, -7.13, 4.924)","(69.832, 126.0, 123.27)",Success,OK,2026-01-04T04:25:54.156492
QTR00991.1,-5.382,"(-13.503, -2.38, 6.697)","(100.919, 77.855, 118.053)",Success,OK,2026-01-04T04:26:16.229713
QTR01039.1,-5.37,"(22.982, 9.979, 10.038)","(102.949, 85.443, 84.88)",Success,OK,2026-01-04T04:26:35.773422
QTR01041.1,-5.57,"(-2.596, 4.287, 4.169)","(65.531, 50.058, 82.253)",Success,OK,2026-01-04T04:26:49.967925
QTV14955.1,-4.439,"(-2.205, -2.406, 9.637)","(75.482, 58.522, 85.28)",Success,OK,2026-01-04T04:27:05.430480
QTV14963.1,-6.033,"(6.641, -0.752, 24.087)","(63.7, 81.286, 122.456)",Success,OK,2026-01-04T04:27:25.388918
QTV16001.1,-5.299,"(0.21, -2.196, -9.082)","(58.867, 56.849, 96.78)",Success,OK,2026-01-04T04:27:40.508755
QTV17321.1,-6.766,"(-4.6, 1.754, 7.31)","(70.575, 74.797, 86.807)",Success,OK,2026-01-04T04:27:59.357807
QTV17542.1,-4.905,"(2.082, 3.958, 6.383)","(69.359, 90.232, 126.0)",Success,OK,2026-01-04T04:28:20.157821
QTV18075.1,-4.727,"(-5.043, -14.922, -16.76)","(48.522, 79.838, 82.164)",Success,OK,2026-01-04T04:28:35.194294
QTV18090.1,-5.224,"(1.433, 1.823, -0.266)","(41.963, 46.38, 48.52)",Success,OK,2026-01-04T04:28:45.848880
QTV18565.1,-5.335,"(4.771, -0.371, -2.554)","(75.876, 68.916, 73.899)",Success,OK,2026-01-04T04:29:02.077733
QTV19259.1,-4.87,"(18.642, 11.593, -2.007)","(86.832, 74.949, 56.191)",Success,OK,2026-01-04T04:29:17.611744
QTV19888.1,-7.631,"(-2.537, 0.286, -4.35)","(47.524, 48.232, 57.263)",Success,OK,2026-01-04T04:29:30.428059
QXP86363.1,-5.202,"(-2.485, -2.726, -2.531)","(44.132, 53.059, 54.412)",Success,OK,2026-01-04T04:29:42.362995
QXP86615.1,-6.939,"(-4.163, -4.885, 6.959)","(83.205, 83.268, 126.0)",Success,OK,2026-01-04T04:30:04.527652
QXP86649.1,-4.495,"(-9.773, -1.545, -5.147)","(126.0, 51.102, 70.452)",Success,OK,2026-01-04T04:30:20.789192
QXP86815.1,-5.538,"(0.189, -2.448, -4.21)","(69.659, 68.424, 96.831)",Success,OK,2026-01-04T04:30:39.125971
QXP87113.1,-5.657,"(3.649, 1.722, 4.286)","(80.066, 70.934, 72.046)",Success,OK,2026-01-04T04:30:56.484147
QXP87514.1,-5.305,"(-12.479, -13.116, -2.604)","(73.972, 80.395, 70.756)",Success,OK,2026-01-04T04:31:13.185856
QXP87594.1,-4.914,"(-2.403, 4.115, 0.272)","(54.365, 62.888, 59.488)",Success,OK,2026-01-04T04:31:27.290937
QXP87689.1,-5.402,"(4.561, 14.236, 9.242)","(62.558, 76.213, 73.053)",Success,OK,2026-01-04T04:31:42.807603
QXP87769.1,-5.225,"(-21.028, -1.344, -2.214)","(86.053, 47.184, 50.093)",Success,OK,2026-01-04T04:31:56.141214
QXP88230.1,-4.906,"(-1.143, 6.996, 3.386)","(51.46, 122.748, 98.611)",Success,OK,2026-01-04T04:32:12.930593
RAS89412.1,-5.28,"(1.623, 0.396, 1.868)","(71.906, 62.024, 67.209)",Success,OK,2026-01-04T04:32:29.045871
RAS90756.1,-5.211,"(4.611, -11.331, -13.093)","(72.083, 99.345, 104.761)",Success,OK,2026-01-04T04:32:50.614749
RAS91351.1,-4.424,"(-11.788, 14.656, 2.245)","(79.356, 81.139, 57.345)",Success,OK,2026-01-04T04:33:06.525855
RAS91487.1,-4.36,"(2.373, 7.086, 7.565)","(39.937, 63.306, 61.347)",Success,OK,2026-01-04T04:33:18.981811
RAS92137.1,-6.324,"(-2.739, 1.598, 0.568)","(45.264, 53.138, 55.166)",Success,OK,2026-01-04T04:33:31.018703
RAS92602.1,-4.981,"(-12.718, -10.321, -8.125)","(76.19, 68.961, 94.427)",Success,OK,2026-01-04T04:33:47.517304
RAS92643.1,-6.523,"(5.829, 7.829, 2.633)","(76.511, 86.939, 95.352)",Success,OK,2026-01-04T04:34:08.303270
RAS93162.1,-5.537,"(6.961, -9.997, 0.72)","(87.566, 82.553, 91.094)",Success,OK,2026-01-04T04:34:29.754203
RAS93540.1,-5.025,"(0.364, -18.419, -1.686)","(65.704, 96.985, 78.105)",Success,OK,2026-01-04T04:34:48.494737
RAS93833.1,-6.477,"(1.497, -0.212, -0.032)","(75.81, 79.092, 84.058)",Success,OK,2026-01-04T04:35:07.198731
RAS94321.1,-5.466,"(1.471, -0.302, -1.451)","(59.171, 50.915, 58.752)",Success,OK,2026-01-04T04:35:20.311624
RAS94431.1,-5.485,"(1.351, 4.224, -1.385)","(66.723, 61.433, 76.643)",Success,OK,2026-01-04T04:35:37.803547
RAS94488.1,-5.543,"(-2.213, -2.982, 2.969)","(66.294, 53.4, 66.355)",Success,OK,2026-01-04T04:35:52.174742
RAS94811.1,-5.404,"(3.095, -3.825, -0.332)","(55.17, 59.829, 59.765)",Success,OK,2026-01-04T04:36:05.415611
RAS94825.1,-5.575,"(-6.439, -12.086, -8.924)","(75.037, 90.02, 88.211)",Success,OK,2026-01-04T04:36:24.237951
RAS95107.1,-5.774,"(-7.383, -2.944, -0.271)","(57.751, 49.405, 54.323)",Success,OK,2026-01-04T04:36:36.867423
RAS95140.1,-5.595,"(-2.117, -4.077, -0.733)","(55.239, 65.383, 77.986)",Success,OK,2026-01-04T04:36:51.494960
RAS95176.1,-5.539,"(-3.713, 5.903, -0.071)","(70.271, 75.246, 99.232)",Success,OK,2026-01-04T04:37:09.975388
RAS95194.1,-5.213,"(-5.871, -7.531, 13.076)","(63.19, 62.44, 77.422)",Success,OK,2026-01-04T04:37:25.405361
RAS95298.1,-5.884,"(0.009, -0.535, 5.261)","(52.188, 57.863, 66.98)",Success,OK,2026-01-04T04:37:38.859271
RAS95346.1,-6.362,"(7.267, 0.575, 13.146)","(94.206, 63.371, 106.089)",Success,OK,2026-01-04T04:37:59.234916
RAS95442.1,-5.151,"(1.486, 0.386, 7.185)","(67.994, 61.21, 83.015)",Success,OK,2026-01-04T04:38:16.056355
RAS95585.1,-5.851,"(0.814, -3.162, 2.412)","(55.25, 57.853, 63.325)",Success,OK,2026-01-04T04:38:30.120296
RAS95670.1,-5.981,"(1.832, 0.422, 2.394)","(55.772, 54.821, 63.234)",Success,OK,2026-01-04T04:38:43.231256
RAS95916.1,-4.66,"(-0.838, 5.998, -2.495)","(96.421, 109.676, 126.0)",Success,OK,2026-01-04T04:39:10.095424
RAS96125.1,-5.717,"(0.464, -0.857, 5.034)","(51.838, 58.848, 67.029)",Success,OK,2026-01-04T04:39:23.470163
RAS96680.1,-5.335,"(3.664, -0.264, 3.407)","(55.69, 52.212, 61.028)",Success,OK,2026-01-04T04:39:37.243293
RAS96738.1,-5.352,"(3.852, 12.339, -6.884)","(85.07, 79.642, 84.347)",Success,OK,2026-01-04T04:39:57.046602
RAS96904.1,-6.544,"(-0.927, -1.503, -7.669)","(55.195, 68.433, 64.712)",Success,OK,2026-01-04T04:40:12.112429
RAS97060.1,-6.132,"(0.38, 2.991, -9.54)","(91.103, 53.933, 81.835)",Success,OK,2026-01-04T04:40:29.777517
RAS97340.1,-5.463,"(1.708, 0.17, -9.148)","(56.206, 59.291, 83.568)",Success,OK,2026-01-04T04:40:44.720996
RAS98456.1,-5.336,"(0.076, 3.021, -1.069)","(64.578, 70.581, 66.569)",Success,OK,2026-01-04T04:41:00.975282
RAS98654.1,-6.043,"(8.026, 3.325, 8.752)","(74.01, 68.631, 94.021)",Success,OK,2026-01-04T04:41:20.315434
RAS98936.1,-5.125,"(6.719, -0.533, 8.905)","(70.911, 60.616, 81.655)",Success,OK,2026-01-04T04:41:36.141863
RAS99184.1,-4.816,"(-2.902, -0.046, -2.238)","(51.233, 54.219, 60.25)",Success,OK,2026-01-04T04:41:49.778036
RAS99338.1,-4.61,"(2.596, 5.443, 6.956)","(40.071, 59.815, 60.199)",Success,OK,2026-01-04T04:42:02.555417
RAS99416.1,-5.429,"(3.784, -0.22, 3.534)","(55.661, 51.875, 61.48)",Success,OK,2026-01-04T04:42:16.213862
RAT00113.1,-5.581,"(-3.877, 1.648, -0.34)","(46.388, 49.368, 59.624)",Success,OK,2026-01-04T04:42:28.765975
RAT00247.1,-4.957,"(-4.684, 9.264, -1.003)","(85.937, 110.163, 126.0)",Success,OK,2026-01-04T04:42:53.737154
RAT00827.1,-5.676,"(-1.467, 2.8, 7.836)","(62.798, 60.64, 89.753)",Success,OK,2026-01-04T04:43:10.898616
RAT01164.1,-4.487,"(13.359, 0.447, 21.306)","(64.912, 45.244, 109.43)",Success,OK,2026-01-04T04:43:26.252379
RAT01182.1,-5.256,"(2.313, -17.469, -6.519)","(50.815, 111.321, 75.413)",Success,OK,2026-01-04T04:43:44.315713
RAT01340.1,-5.728,"(1.001, -2.998, 2.725)","(55.544, 57.371, 63.988)",Success,OK,2026-01-04T04:43:58.370530
RAT01610.1,-4.732,"(6.237, 1.1, -22.326)","(54.892, 47.757, 126.0)",Success,OK,2026-01-04T04:44:12.919702
RAT01861.1,-6.158,"(-6.829, 3.111, 3.764)","(65.748, 52.588, 67.812)",Success,OK,2026-01-04T04:44:27.375735
RAT01997.1,-5.379,"(-2.8, -4.3, 0.378)","(53.082, 64.043, 75.27)",Success,OK,2026-01-04T04:44:41.820291
RAT02244.1,-5.423,"(-1.526, -0.466, -1.95)","(60.933, 53.538, 61.589)",Success,OK,2026-01-04T04:44:55.827827
RAT02713.1,-5.75,"(8.11, -0.662, 2.867)","(75.341, 69.064, 79.295)",Success,OK,2026-01-04T04:45:13.658090
RAT02875.1,-5.037,"(1.178, -1.888, -0.637)","(49.146, 52.959, 64.272)",Success,OK,2026-01-04T04:45:26.745516
RAT03070.1,-4.695,"(0.29, 0.265, 1.441)","(43.683, 50.974, 54.5)",Success,OK,2026-01-04T04:45:38.425827
RAT04752.1,-5.291,"(2.086, -1.454, -1.378)","(61.801, 58.51, 59.186)",Success,OK,2026-01-04T04:45:52.599650
RAT05009.1,-5.148,"(1.631, 1.318, -6.864)","(68.682, 59.679, 106.762)",Success,OK,2026-01-04T04:46:10.205046
RAT05141.1,-6.555,"(-0.729, -1.397, -6.999)","(60.441, 60.174, 65.168)",Success,OK,2026-01-04T04:46:24.876994
RAT05469.1,-4.887,"(-4.146, 2.264, -7.373)","(61.656, 61.439, 73.376)",Success,OK,2026-01-04T04:46:39.979039
RAT05489.1,-5.484,"(0.329, -1.504, -0.206)","(74.99, 78.784, 84.217)",Success,OK,2026-01-04T04:46:58.849346
RAT06014.1,-4.968,"(-2.003, 5.314, -1.762)","(57.54, 53.683, 48.532)",Success,OK,2026-01-04T04:47:11.534353
RAT06367.1,-4.933,"(2.399, 0.263, 0.96)","(62.107, 71.965, 79.047)",Success,OK,2026-01-04T04:47:26.795123
RAT06436.1,-5.492,"(-7.431, -2.867, -0.797)","(57.78, 50.432, 52.045)",Success,OK,2026-01-04T04:47:39.031126
RAT06465.1,-4.678,"(-2.881, -12.771, -1.861)","(98.719, 107.414, 126.0)",Success,OK,2026-01-04T04:48:04.181655
RAT07056.1,-5.228,"(-9.021, -13.381, -6.736)","(62.216, 77.579, 99.062)",Success,OK,2026-01-04T04:48:21.096387
RAT07317.1,-4.981,"(2.05, 4.365, -6.15)","(74.883, 83.289, 79.151)",Success,OK,2026-01-04T04:48:39.708814
RAT07556.1,-5.858,"(1.128, 4.223, -5.983)","(47.841, 55.225, 70.625)",Success,OK,2026-01-04T04:48:52.762566
RAT08628.1,-5.748,"(11.049, -11.478, 4.638)","(84.245, 81.092, 93.356)",Success,OK,2026-01-04T04:49:13.640393
RAT09883.1,-5.779,"(2.21, 0.064, -0.512)","(67.148, 52.625, 79.434)",Success,OK,2026-01-04T04:49:29.308354
RAT10268.1,-5.65,"(6.08, 0.444, 3.126)","(73.892, 63.767, 81.083)",Success,OK,2026-01-04T04:49:45.576345
RAT10819.1,-5.697,"(5.211, 1.924, 5.996)","(60.115, 56.671, 69.19)",Success,OK,2026-01-04T04:50:00.481123
RAT11388.1,-5.231,"(-4.938, -1.502, -17.941)","(64.346, 54.651, 92.414)",Success,OK,2026-01-04T04:50:15.732004
RAT11793.1,-5.043,"(-8.994, -8.87, 11.748)","(70.866, 63.261, 72.696)",Success,OK,2026-01-04T04:50:31.113302
RAT11840.1,-5.264,"(-7.369, -23.625, -6.558)","(64.811, 115.848, 70.744)",Success,OK,2026-01-04T04:50:49.202732
RAT12045.1,-5.494,"(3.368, -0.297, 1.034)","(67.842, 65.085, 76.162)",Success,OK,2026-01-04T04:51:05.007211
RAT12804.1,-4.663,"(-14.364, -7.567, -5.318)","(74.694, 60.474, 99.798)",Success,OK,2026-01-04T04:51:20.504707
RAT13116.1,-5.645,"(-1.934, 5.551, 5.274)","(51.598, 71.9, 65.685)",Success,OK,2026-01-04T04:51:33.909077
RAT13213.1,-5.797,"(13.621, -13.064, -0.931)","(83.17, 79.567, 72.776)",Success,OK,2026-01-04T04:51:51.701560
RAT13557.1,-5.07,"(6.743, 6.555, -13.255)","(94.228, 80.281, 126.0)",Success,OK,2026-01-04T04:52:12.780386
RQP04046.1,-5.478,"(2.615, -3.053, -4.884)","(101.533, 95.731, 102.41)",Success,OK,2026-01-04T04:52:35.364939
RQP04055.1,-4.983,"(-0.199, -8.549, -4.109)","(54.812, 84.824, 90.363)",Success,OK,2026-01-04T04:52:51.095255
RQP04195.1,-5.781,"(1.543, 5.124, 2.611)","(59.334, 63.505, 87.143)",Success,OK,2026-01-04T04:53:07.328465
RQP04284.1,-5.196,"(-2.778, 2.614, 1.994)","(60.642, 67.463, 71.646)",Success,OK,2026-01-04T04:53:23.533107
RQP04548.1,-6.181,"(-5.937, -23.15, 2.459)","(69.253, 103.043, 96.619)",Success,OK,2026-01-04T04:53:41.598262
RQP04838.1,-4.911,"(-3.022, 1.601, -17.939)","(66.767, 48.169, 110.375)",Success,OK,2026-01-04T04:53:57.217770
RQP04927.1,-5.227,"(2.483, 1.961, -10.916)","(67.87, 57.926, 93.902)",Success,OK,2026-01-04T04:54:15.560451
RQP05062.1,-4.755,"(12.079, -2.308, 10.568)","(113.857, 60.59, 92.743)",Success,OK,2026-01-04T04:54:32.213363
RQP05301.1,-5.431,"(10.262, 2.549, 6.851)","(72.227, 51.393, 92.579)",Success,OK,2026-01-04T04:54:47.395710
RQP05363.1,-6.226,"(-1.499, -2.714, -0.765)","(61.426, 57.511, 76.609)",Success,OK,2026-01-04T04:55:03.939072
RQP06667.1,-4.538,"(4.173, -5.418, 3.546)","(88.096, 65.964, 87.583)",Success,OK,2026-01-04T04:55:20.386712
RQP06738.1,-5.664,"(-5.224, 0.09, 3.109)","(84.575, 54.746, 99.772)",Success,OK,2026-01-04T04:55:38.289116
RQP07060.1,-5.32,"(-7.204, -1.871, 6.724)","(99.279, 71.805, 126.0)",Success,OK,2026-01-04T04:55:57.420554
RQP07071.1,-6.158,"(1.387, 4.033, 2.395)","(81.035, 72.222, 78.175)",Success,OK,2026-01-04T04:56:15.478772
RQP07124.1,-6.768,"(1.248, -1.075, 0.469)","(56.111, 57.618, 60.956)",Success,OK,2026-01-04T04:56:28.839721
RQP07392.1,-4.916,"(-16.361, -2.067, -11.065)","(76.029, 50.104, 83.058)",Success,OK,2026-01-04T04:56:44.319028
RQP07439.1,-4.965,"(-1.847, -1.936, -1.398)","(55.681, 45.393, 57.67)",Success,OK,2026-01-04T04:56:56.428017
RQP07774.1,-6.078,"(-2.148, -1.032, -5.587)","(67.944, 68.113, 80.453)",Success,OK,2026-01-04T04:57:12.209192
RQP08030.1,-5.25,"(-4.607, 11.12, 2.145)","(61.079, 88.902, 110.278)",Success,OK,2026-01-04T04:57:29.976523
RQP08071.1,-5.145,"(2.99, 11.469, 6.075)","(57.965, 70.154, 86.93)",Success,OK,2026-01-04T04:57:45.943146
RQP08081.1,-5.426,"(0.731, -6.441, -2.941)","(62.29, 64.387, 64.817)",Success,OK,2026-01-04T04:58:01.408972
RQP08234.1,-5.983,"(-0.45, -3.848, -2.31)","(49.152, 53.719, 73.258)",Success,OK,2026-01-04T04:58:14.273263
RQP08408.1,-4.991,"(-0.987, 1.705, 2.719)","(60.432, 61.029, 53.785)",Success,OK,2026-01-04T04:58:28.278296
RQP08456.1,-5.24,"(-10.59, -9.513, -7.355)","(79.001, 68.764, 93.273)",Success,OK,2026-01-04T04:58:47.241468
RQP08505.1,-4.952,"(4.331, 4.221, 20.361)","(55.631, 68.691, 103.259)",Success,OK,2026-01-04T04:59:03.333232
RQP08531.1,-4.828,"(-1.804, 4.573, -0.043)","(44.663, 51.036, 49.684)",Success,OK,2026-01-04T04:59:15.068038
RQP08778.1,-5.2,"(7.761, 0.862, -5.583)","(91.269, 57.197, 79.942)",Success,OK,2026-01-04T04:59:31.264113
RQP08924.1,-5.155,"(0.419, 0.097, 15.304)","(63.347, 65.212, 96.304)",Success,OK,2026-01-04T04:59:48.370017
RQP09121.1,-5.558,"(-3.576, -0.6, -3.945)","(65.33, 59.269, 85.752)",Success,OK,2026-01-04T05:00:04.728135
RQP09330.1,-4.425,"(0.681, 3.134, 11.446)","(51.083, 119.07, 108.298)",Success,OK,2026-01-04T05:00:22.437831
RQP09571.1,-5.927,"(2.989, 2.209, -1.293)","(64.443, 60.43, 67.39)",Success,OK,2026-01-04T05:00:38.270328
RQP09615.1,-6.002,"(2.47, 4.566, 3.173)","(70.255, 102.254, 76.581)",Success,OK,2026-01-04T05:00:56.056326
RQP09728.1,-4.813,"(-9.507, 8.155, 21.057)","(76.767, 62.715, 105.81)",Success,OK,2026-01-04T05:01:12.209010
RQP10699.1,-5.502,"(1.101, -6.369, -15.51)","(66.155, 65.898, 98.445)",Success,OK,2026-01-04T05:01:27.993656
RQP11152.1,-5.537,"(-3.399, -1.614, -10.313)","(89.185, 55.469, 78.825)",Success,OK,2026-01-04T05:01:43.470824
RQP11202.1,-5.009,"(3.218, 3.437, -3.872)","(115.795, 82.034, 96.348)",Success,OK,2026-01-04T05:02:05.911599
RQP11286.1,-5.357,"(0.735, 0.202, 5.034)","(55.195, 41.114, 71.085)",Success,OK,2026-01-04T05:02:19.025142
RQP11402.1,-5.45,"(8.642, 1.233, 2.846)","(73.661, 55.75, 76.866)",Success,OK,2026-01-04T05:02:34.645693
RQP11409.1,-6.091,"(1.057, 3.323, -0.83)","(49.986, 53.763, 63.343)",Success,OK,2026-01-04T05:02:47.911747
RQP11414.1,-5.086,"(-2.644, -15.524, 2.303)","(58.779, 84.466, 74.302)",Success,OK,2026-01-04T05:03:05.005845
RQP11691.1,-5.504,"(-13.21, 3.591, -15.389)","(74.939, 62.88, 99.089)",Success,OK,2026-01-04T05:03:21.465951
RQP11713.1,-4.509,"(3.523, 0.568, -22.618)","(83.828, 93.417, 126.0)",Success,OK,2026-01-04T05:03:44.632286
RQP11773.1,-5.718,"(-0.151, 2.864, 7.99)","(55.744, 79.856, 98.166)",Success,OK,2026-01-04T05:04:01.884815
RQP12117.1,-6.612,"(3.978, 1.34, -2.894)","(61.616, 44.817, 56.483)",Success,OK,2026-01-04T05:04:14.308148
RQP12156.1,-4.827,"(7.274, 22.339, 5.974)","(85.251, 126.0, 126.0)",Success,OK,2026-01-04T05:04:41.207348
RQP12476.1,-4.393,"(4.018, 1.168, 4.352)","(79.421, 126.0, 100.289)",Success,OK,2026-01-04T05:05:02.669225
RQP12486.1,-5.943,"(-1.043, 5.774, -6.069)","(51.493, 72.807, 71.263)",Success,OK,2026-01-04T05:05:16.929626
RQP12565.1,-4.843,"(5.911, 1.137, 7.556)","(70.918, 79.202, 124.505)",Success,OK,2026-01-04T05:05:38.249529
RQP12586.1,-6.116,"(0.429, 4.537, -6.352)","(55.355, 62.946, 81.673)",Success,OK,2026-01-04T05:05:54.157555
RQP12848.1,-5.046,"(10.182, 12.963, 34.6)","(93.373, 125.794, 126.0)",Success,OK,2026-01-04T05:06:22.629149
RQP12862.1,-5.67,"(-15.249, -1.026, -8.698)","(118.339, 67.713, 98.898)",Success,OK,2026-01-04T05:06:45.015419
RQP12875.1,-5.14,"(0.314, 3.906, -3.129)","(61.994, 62.33, 53.396)",Success,OK,2026-01-04T05:06:58.875007
RQP12976.1,-6.146,"(0.396, -5.949, 13.843)","(71.831, 83.578, 100.81)",Success,OK,2026-01-04T05:07:18.448144
RQP13113.1,-5.207,"(-3.035, 0.884, -5.529)","(77.087, 68.834, 98.55)",Success,OK,2026-01-04T05:07:36.441498
RQP13302.1,-5.771,"(-1.275, 0.329, 7.739)","(61.122, 73.12, 82.394)",Success,OK,2026-01-04T05:07:53.638246
RQP13325.1,-5.017,"(-4.504, 4.091, 6.974)","(51.105, 53.099, 76.93)",Success,OK,2026-01-04T05:08:07.426768
RQP13439.1,-4.831,"(-3.401, -8.545, 10.392)","(79.605, 69.613, 111.424)",Success,OK,2026-01-04T05:08:24.080024
RQP13471.1,-5.633,"(-3.325, 1.716, -2.349)","(65.673, 63.533, 81.723)",Success,OK,2026-01-04T05:08:41.494781
RQP13725.1,-6.49,"(-0.611, -1.088, -0.95)","(47.171, 61.575, 85.704)",Success,OK,2026-01-04T05:08:56.023591
RQP13816.1,-4.678,"(-1.711, 9.211, -7.972)","(92.042, 95.616, 79.9)",Success,OK,2026-01-04T05:09:15.264472
RQP13829.1,-5.126,"(0.879, -6.697, 27.57)","(44.832, 58.714, 126.0)",Success,OK,2026-01-04T05:09:30.493182
RQP13892.1,-5.775,"(6.822, 3.011, -1.346)","(73.874, 70.804, 85.392)",Success,OK,2026-01-04T05:09:48.633304
RQP14432.1,-5.336,"(-13.764, 8.358, -14.316)","(75.119, 71.046, 86.065)",Success,OK,2026-01-04T05:10:04.820335
RQP14468.1,-5.372,"(14.951, -4.38, -15.45)","(79.243, 67.729, 88.48)",Success,OK,2026-01-04T05:10:22.374957
RQP14626.1,-6.073,"(13.916, 1.918, 16.66)","(77.09, 59.643, 87.961)",Success,OK,2026-01-04T05:10:38.013582
RQP14891.1,-6.684,"(0.201, -2.494, -7.991)","(122.163, 62.731, 80.285)",Success,OK,2026-01-04T05:10:57.146467
